2023-03-16 20:09:13,(2(0)-1678968553:608751),cmdDisp.OpCodeDispatched,1281,EventSeverity.COMMAND,Opcode 0xe00 dispatched to port 7
2023-03-16 20:09:13,(2(0)-1678968553:608837),control.START_CONTROL,3584,EventSeverity.ACTIVITY_LO,start control
2023-03-16 20:09:13,(2(0)-1678968553:751195),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:09:13,(2(0)-1678968553:792677),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:09:13,(2(0)-1678968553:792780),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 92 jet
2023-03-16 20:09:13,(2(0)-1678968553:792830),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:09:13,(2(0)-1678968553:792840),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:09:14,(2(0)-1678968554:772405),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:09:14,(2(0)-1678968554:820385),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:09:14,(2(0)-1678968554:820466),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 136 jet
2023-03-16 20:09:14,(2(0)-1678968554:820474),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:09:15,(2(0)-1678968555:804340),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:09:15,(2(0)-1678968555:848366),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:09:15,(2(0)-1678968555:848427),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 136 jet
2023-03-16 20:09:15,(2(0)-1678968555:848435),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:09:16,(2(0)-1678968556:825301),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:09:16,(2(0)-1678968556:875417),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:09:16,(2(0)-1678968556:875536),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 136 jet
2023-03-16 20:09:16,(2(0)-1678968556:875578),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:09:17,(2(0)-1678968557:852943),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:09:17,(2(0)-1678968557:904362),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:09:17,(2(0)-1678968557:904467),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 136 jet
2023-03-16 20:09:17,(2(0)-1678968557:904480),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:09:18,(2(0)-1678968558:894831),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:09:18,(2(0)-1678968558:931936),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:09:18,(2(0)-1678968558:931983),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 136 jet
2023-03-16 20:09:18,(2(0)-1678968558:931988),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:09:19,(2(0)-1678968559:940927),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:09:19,(2(0)-1678968559:959861),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:09:19,(2(0)-1678968559:960022),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 136 jet
2023-03-16 20:09:19,(2(0)-1678968559:960051),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:09:20,(2(0)-1678968560:964758),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:09:20,(2(0)-1678968560:988783),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:09:20,(2(0)-1678968560:988992),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 136 jet
2023-03-16 20:09:20,(2(0)-1678968560:989118),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:09:21,(2(0)-1678968561:993497),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
