2023-03-21 20:44:19,(2(0)-1679402659:993622),cmdDisp.OpCodeDispatched,1281,EventSeverity.COMMAND,Opcode 0xe00 dispatched to port 7
2023-03-21 20:44:19,(2(0)-1679402659:993653),control.START_CONTROL,3584,EventSeverity.ACTIVITY_LO,start control
2023-03-21 20:44:20,(2(0)-1679402660:337292),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-21 20:44:20,(2(0)-1679402660:457349),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-21 20:44:20,(2(0)-1679402660:457468),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-21 20:44:21,(2(0)-1679402661:389733),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-21 20:44:21,(2(0)-1679402661:485380),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-21 20:44:21,(2(0)-1679402661:485525),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-21 20:44:22,(2(0)-1679402662:483332),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-21 20:44:22,(2(0)-1679402662:515319),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-21 20:44:22,(2(0)-1679402662:515460),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-21 20:44:23,(2(0)-1679402663:547626),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-21 20:44:23,(2(0)-1679402663:670085),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-21 20:44:23,(2(0)-1679402663:670123),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-21 20:44:24,(2(0)-1679402664:604667),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-21 20:44:24,(2(0)-1679402664:697247),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-21 20:44:24,(2(0)-1679402664:697333),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-21 20:44:25,(2(0)-1679402665:635322),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-21 20:44:25,(2(0)-1679402665:725593),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-21 20:44:25,(2(0)-1679402665:725736),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
