2023-03-16 20:32:05,(2(0)-1678969925:121614),cmdDisp.OpCodeDispatched,1281,EventSeverity.COMMAND,Opcode 0xe00 dispatched to port 7
2023-03-16 20:32:05,(2(0)-1678969925:121630),control.START_CONTROL,3584,EventSeverity.ACTIVITY_LO,start control
2023-03-16 20:32:05,(2(0)-1678969925:361337),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:32:06,(2(0)-1678969926:389037),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:32:07,(2(0)-1678969927:417633),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:32:08,(2(0)-1678969928:445596),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:32:09,(2(0)-1678969929:472186),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:32:10,(2(0)-1678969930:500079),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:32:11,(2(0)-1678969931:400804),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:32:12,(2(0)-1678969932:557607),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:32:13,(2(0)-1678969933:585969),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:32:14,(2(0)-1678969934:613384),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:32:15,(2(0)-1678969935:641543),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:32:16,(2(0)-1678969936:669848),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:32:17,(2(0)-1678969937:698265),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:32:18,(2(0)-1678969938:728021),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:32:19,(2(0)-1678969939:626952),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:32:20,(2(0)-1678969940:655125),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:32:21,(2(0)-1678969941:812013),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
