2023-03-16 20:17:32,(2(0)-1678969052:61572),cmdDisp.OpCodeDispatched,1281,EventSeverity.COMMAND,Opcode 0xe00 dispatched to port 7
2023-03-16 20:17:32,(2(0)-1678969052:61642),control.START_CONTROL,3584,EventSeverity.ACTIVITY_LO,start control
2023-03-16 20:17:32,(2(0)-1678969052:194707),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:32,(2(0)-1678969052:272267),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:32,(2(0)-1678969052:272304),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 92 jet
2023-03-16 20:17:32,(2(0)-1678969052:272310),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:17:32,(2(0)-1678969052:272313),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:17:33,(2(0)-1678969053:217023),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:33,(2(0)-1678969053:299353),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:33,(2(0)-1678969053:299420),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 162 jet
2023-03-16 20:17:33,(2(0)-1678969053:299429),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 2 jet
2023-03-16 20:17:34,(2(0)-1678969054:240264),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:34,(2(0)-1678969054:329949),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:34,(2(0)-1678969054:330078),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 162 jet
2023-03-16 20:17:34,(2(0)-1678969054:330094),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 2 jet
2023-03-16 20:17:35,(2(0)-1678969055:262502),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:35,(2(0)-1678969055:357772),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:35,(2(0)-1678969055:357922),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 162 jet
2023-03-16 20:17:35,(2(0)-1678969055:357943),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 2 jet
2023-03-16 20:17:36,(2(0)-1678969056:291885),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:36,(2(0)-1678969056:386642),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:36,(2(0)-1678969056:386850),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 162 jet
2023-03-16 20:17:36,(2(0)-1678969056:386917),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 2 jet
2023-03-16 20:17:37,(2(0)-1678969057:321893),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:37,(2(0)-1678969057:413828),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:37,(2(0)-1678969057:414048),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 162 jet
2023-03-16 20:17:37,(2(0)-1678969057:414148),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 2 jet
2023-03-16 20:17:38,(2(0)-1678969058:345012),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:38,(2(0)-1678969058:440782),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:38,(2(0)-1678969058:440857),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 162 jet
2023-03-16 20:17:38,(2(0)-1678969058:440865),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 2 jet
2023-03-16 20:17:39,(2(0)-1678969059:380453),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:39,(2(0)-1678969059:469574),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:39,(2(0)-1678969059:469609),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 162 jet
2023-03-16 20:17:39,(2(0)-1678969059:469613),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 2 jet
2023-03-16 20:17:40,(2(0)-1678969060:415070),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:40,(2(0)-1678969060:499499),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:40,(2(0)-1678969060:499622),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 162 jet
2023-03-16 20:17:40,(2(0)-1678969060:499639),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 2 jet
2023-03-16 20:17:41,(2(0)-1678969061:443266),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:41,(2(0)-1678969061:526953),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:41,(2(0)-1678969061:527027),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 162 jet
2023-03-16 20:17:41,(2(0)-1678969061:527035),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 2 jet
2023-03-16 20:17:42,(2(0)-1678969062:490430),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:17:42,(2(0)-1678969062:556469),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:17:42,(2(0)-1678969062:556537),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 162 jet
2023-03-16 20:17:42,(2(0)-1678969062:556545),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 2 jet
