2023-03-20 23:14:47,(2(0)-1679325287:655636),cmdDisp.OpCodeDispatched,1281,EventSeverity.COMMAND,Opcode 0xe00 dispatched to port 7
2023-03-20 23:14:47,(2(0)-1679325287:655659),control.START_CONTROL,3584,EventSeverity.ACTIVITY_LO,start control
2023-03-20 23:14:47,(2(0)-1679325287:964491),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:48,(2(0)-1679325288:89893),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:14:48,(2(0)-1679325288:89990),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-20 23:14:49,(2(0)-1679325289:160680),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:49,(2(0)-1679325289:245847),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:14:49,(2(0)-1679325289:246070),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-20 23:14:50,(2(0)-1679325290:310335),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:50,(2(0)-1679325290:402747),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:14:50,(2(0)-1679325290:402971),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-20 23:14:51,(2(0)-1679325291:457486),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:51,(2(0)-1679325291:559625),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:14:51,(2(0)-1679325291:559845),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-20 23:14:52,(2(0)-1679325292:559366),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:52,(2(0)-1679325292:587688),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:14:52,(2(0)-1679325292:587894),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-20 23:14:53,(2(0)-1679325293:692758),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:53,(2(0)-1679325293:744004),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:14:53,(2(0)-1679325293:744198),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-20 23:14:54,(2(0)-1679325294:920888),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:55,(2(0)-1679325295:29765),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:14:55,(2(0)-1679325295:29905),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-20 23:14:56,(2(0)-1679325296:73078),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:56,(2(0)-1679325296:183684),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:14:57,(2(0)-1679325297:258961),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:57,(2(0)-1679325297:340383),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:14:58,(2(0)-1679325298:379249),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:58,(2(0)-1679325298:495232),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:14:58,(2(0)-1679325298:495348),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-20 23:14:59,(2(0)-1679325299:515875),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:14:59,(2(0)-1679325299:521937),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:15:00,(2(0)-1679325300:633419),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:15:00,(2(0)-1679325300:675907),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:15:00,(2(0)-1679325300:676082),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 5 jet
2023-03-20 23:15:01,(2(0)-1679325301:752991),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-20 23:15:01,(2(0)-1679325301:833076),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-20 23:15:02,(2(0)-1679325302:936780),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
