2023-03-16 20:28:07,(2(0)-1678969687:929859),cmdDisp.OpCodeDispatched,1281,EventSeverity.COMMAND,Opcode 0xe00 dispatched to port 7
2023-03-16 20:28:07,(2(0)-1678969687:929894),control.START_CONTROL,3584,EventSeverity.ACTIVITY_LO,start control
2023-03-16 20:28:08,(2(0)-1678969688:61091),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:28:08,(2(0)-1678969688:145935),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:28:09,(2(0)-1678969689:93606),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:28:09,(2(0)-1678969689:174112),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:28:10,(2(0)-1678969690:136886),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:28:10,(2(0)-1678969690:201568),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:28:11,(2(0)-1678969691:178029),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:28:11,(2(0)-1678969691:228902),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:28:12,(2(0)-1678969692:201248),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:28:12,(2(0)-1678969692:259234),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:28:13,(2(0)-1678969693:224963),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:28:13,(2(0)-1678969693:286910),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:28:14,(2(0)-1678969694:254380),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:28:14,(2(0)-1678969694:315434),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:28:15,(2(0)-1678969695:275893),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
