2023-03-16 20:40:26,(2(0)-1678970426:178816),cmdDisp.OpCodeDispatched,1281,EventSeverity.COMMAND,Opcode 0xe00 dispatched to port 7
2023-03-16 20:40:26,(2(0)-1678970426:178836),control.START_CONTROL,3584,EventSeverity.ACTIVITY_LO,start control
2023-03-16 20:40:26,(2(0)-1678970426:325742),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:40:26,(2(0)-1678970426:325808),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:40:27,(2(0)-1678970427:354021),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:40:27,(2(0)-1678970427:354080),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:40:28,(2(0)-1678970428:381774),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:40:28,(2(0)-1678970428:381838),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:40:29,(2(0)-1678970429:537910),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:40:29,(2(0)-1678970429:537967),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:40:30,(2(0)-1678970430:566885),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:40:30,(2(0)-1678970430:567065),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:40:31,(2(0)-1678970431:594706),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:40:31,(2(0)-1678970431:594900),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:40:32,(2(0)-1678970432:622754),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:40:32,(2(0)-1678970432:622806),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:40:33,(2(0)-1678970433:650270),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:40:33,(2(0)-1678970433:650361),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
