2023-03-16 20:25:11,(2(0)-1678969511:243706),cmdDisp.OpCodeDispatched,1281,EventSeverity.COMMAND,Opcode 0xe00 dispatched to port 7
2023-03-16 20:25:11,(2(0)-1678969511:243725),control.START_CONTROL,3584,EventSeverity.ACTIVITY_LO,start control
2023-03-16 20:25:11,(2(0)-1678969511:378614),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:11,(2(0)-1678969511:397699),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:11,(2(0)-1678969511:397760),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:25:11,(2(0)-1678969511:397770),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:25:12,(2(0)-1678969512:418318),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:12,(2(0)-1678969512:424765),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:12,(2(0)-1678969512:424813),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:25:12,(2(0)-1678969512:424820),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:25:13,(2(0)-1678969513:463931),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:13,(2(0)-1678969513:581791),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:13,(2(0)-1678969513:581903),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:25:13,(2(0)-1678969513:581919),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:25:14,(2(0)-1678969514:505183),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:14,(2(0)-1678969514:608927),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:14,(2(0)-1678969514:608984),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:25:14,(2(0)-1678969514:608999),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:25:15,(2(0)-1678969515:557250),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:15,(2(0)-1678969515:637151),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:15,(2(0)-1678969515:637303),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:25:15,(2(0)-1678969515:637318),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:25:16,(2(0)-1678969516:584361),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:16,(2(0)-1678969516:665144),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:16,(2(0)-1678969516:665255),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:25:16,(2(0)-1678969516:665376),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:25:17,(2(0)-1678969517:630596),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:17,(2(0)-1678969517:693835),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:17,(2(0)-1678969517:693926),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:25:17,(2(0)-1678969517:693939),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:25:18,(2(0)-1678969518:650981),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:18,(2(0)-1678969518:722850),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:18,(2(0)-1678969518:722925),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:25:18,(2(0)-1678969518:722933),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:25:19,(2(0)-1678969519:666752),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:19,(2(0)-1678969519:750969),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:19,(2(0)-1678969519:751054),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:25:19,(2(0)-1678969519:751065),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:25:20,(2(0)-1678969520:684921),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:20,(2(0)-1678969520:779948),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:20,(2(0)-1678969520:780110),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 20 jet
2023-03-16 20:25:20,(2(0)-1678969520:780133),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
2023-03-16 20:25:21,(2(0)-1678969521:726513),protectFromSunlight.PROCESS_OUT_DATA,21248,EventSeverity.ACTIVITY_LO,Protect from Sunlight
2023-03-16 20:25:21,(2(0)-1678969521:808953),thrDistribute.DOTHRUSTER,9985,EventSeverity.ACTIVITY_LO,DO Thruster
2023-03-16 20:25:21,(2(0)-1678969521:809133),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 4 jet
2023-03-16 20:25:21,(2(0)-1678969521:809147),thrDistribute.THRUSTER,9984,EventSeverity.ACTIVITY_LO,Thruster 3 jet
